laureate_id,prize_name,prize_country,prize_founding_year,year,session,author,author_country,author_continent,book_title,publisher,notes,attribution_type,decade
L0332,Pulitzer Prize for Fiction,USA,1948,1996,,Richard Ford,USA,North America,Independence Day,,,Standard,1990
L0333,Pulitzer Prize for Fiction,USA,1948,1997,,Steven Millhauser,USA,North America,Martin Dressler: The Tale of an American Dreamer,,,Standard,1990
L0334,Pulitzer Prize for Fiction,USA,1948,1998,,Philip Roth,USA,North America,American Pastoral,,,Standard,1990
L0335,Pulitzer Prize for Fiction,USA,1948,1999,,Michael Cunningham,USA,North America,The Hours,,,Standard,1990
L0336,Pulitzer Prize for Fiction,USA,1948,2000,,Jhumpa Lahiri,USA,North America,Interpreter of Maladies,,,Standard,2000
L0337,Pulitzer Prize for Fiction,USA,1948,2001,,Michael Chabon,USA,North America,The Amazing Adventures of Kavalier & Clay,,,Standard,2000
L0338,Pulitzer Prize for Fiction,USA,1948,2002,,Richard Russo,USA,North America,Empire Falls,,,Standard,2000
L0339,Pulitzer Prize for Fiction,USA,1948,2003,,Jeffrey Eugenides,USA,North America,Middlesex,,,Standard,2000
L0340,Pulitzer Prize for Fiction,USA,1948,2004,,Edward P. Jones,USA,North America,The Known World,,,Standard,2000
L0341,Pulitzer Prize for Fiction,USA,1948,2005,,Marilynne Robinson,USA,North America,Gilead,,,Standard,2000
L0342,Pulitzer Prize for Fiction,USA,1948,2006,,Geraldine Brooks,USA,North America,March,,,Standard,2000
L0343,Pulitzer Prize for Fiction,USA,1948,2007,,Cormac McCarthy,USA,North America,The Road,,,Standard,2000
L0344,Pulitzer Prize for Fiction,USA,1948,2008,,Junot Díaz,USA,North America,The Brief Wondrous Life of Oscar Wao,,,Standard,2000
L0345,Pulitzer Prize for Fiction,USA,1948,2009,,Elizabeth Strout,USA,North America,Olive Kitteridge,,,Standard,2000
L0346,Pulitzer Prize for Fiction,USA,1948,2010,,Paul Harding,USA,North America,Tinkers,,,Standard,2010
L0347,Pulitzer Prize for Fiction,USA,1948,2011,,Jennifer Egan,USA,North America,A Visit from the Goon Squad,,,Standard,2010
L0348,Pulitzer Prize for Fiction,USA,1948,2012,,,,,,,No prize awarded,No prize,2010
L0349,Pulitzer Prize for Fiction,USA,1948,2013,,Adam Johnson,USA,North America,The Orphan Master's Son,,,Standard,2010
L0350,Pulitzer Prize for Fiction,USA,1948,2014,,Donna Tartt,USA,North America,The Goldfinch,,,Standard,2010
L0351,Pulitzer Prize for Fiction,USA,1948,2015,,Anthony Doerr,USA,North America,All the Light We Cannot See,,,Standard,2010
L0352,Pulitzer Prize for Fiction,USA,1948,2016,,Viet Thanh Nguyen,USA,North America,The Sympathizer,,,Standard,2010
L0353,Pulitzer Prize for Fiction,USA,1948,2017,,Colson Whitehead,USA,North America,The Underground Railroad,,,Standard,2010
L0354,Pulitzer Prize for Fiction,USA,1948,2018,,Andrew Sean Greer,USA,North America,Less,,,Standard,2010
L0355,Pulitzer Prize for Fiction,USA,1948,2019,,Richard Powers,USA,North America,The Overstory,,,Standard,2010
L0356,Pulitzer Prize for Fiction,USA,1948,2020,,Colson Whitehead,USA,North America,The Nickel Boys,,,Standard,2020
L0357,Pulitzer Prize for Fiction,USA,1948,2021,,Louise Erdrich,USA,North America,The Night Watchman,,,Standard,2020
L0358,Pulitzer Prize for Fiction,USA,1948,2022,,Joshua Cohen,USA,North America,The Netanyahus,,,Standard,2020
L0360,Pulitzer Prize for Fiction,USA,1948,2023,,Hernan Diaz,USA,North America,Trust,,Co-laureate,Co-laureate,2020
L0359,Pulitzer Prize for Fiction,USA,1948,2023,,Barbara Kingsolver,USA,North America,Demon Copperhead,,Co-laureate,Co-laureate,2020
L0361,Pulitzer Prize for Fiction,USA,1948,2024,,Jayne Anne Phillips,USA,North America,Night Watch,,,Standard,2020
L0362,Pulitzer Prize for Fiction,USA,1948,2025,,Percival Everett,USA,North America,James,,,Standard,2020
